interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,sex,census_region,hispan,race,household_income,education,state,congress_district,age,age_group,vote_trump
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,West,not hispanic,white,"$55,000 to $59,999",bachelor,CA,,41,40 ~ 50,1
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Part-time employed,The United States,female,Northeast,not hispanic,white,"$35,000 to $39,999",bachelor,NY,NY26,54,50 ~ 60,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,South,not hispanic,black,"$45,000 to $49,999",bachelor,DC,DC00,41,40 ~ 50,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,female,South,not hispanic,white,"$70,000 to $74,999",graduate,FL,FL25,73,>= 70,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,South,not hispanic,white,"$175,000 to $199,999",graduate,TX,,44,40 ~ 50,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,Northeast,not hispanic,white,"$200,000 to $249,999",graduate,NY,NY12,44,40 ~ 50,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Part-time employed,The United States,male,South,not hispanic,white,"$20,000 to $24,999",tertiary (not bachelor),GA,GA05,40,40 ~ 50,1
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,female,Midwest,not hispanic,white,"$45,000 to $49,999",bachelor,OH,OH13,32,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Conservative,Full-time employed,The United States,male,West,not hispanic,white,"$200,000 to $249,999",graduate,CO,CO01,39,30 ~ 40,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Unemployed or temporarily on layoff,Another country,male,Northeast,not hispanic,white,"$25,000 to $29,999",bachelor,NJ,NJ10,32,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,Self-employed,The United States,male,Midwest,not hispanic,white,"$40,000 to $44,999",at most high school,IL,IL01,57,50 ~ 60,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Retired,The United States,female,Midwest,not hispanic,white,"$20,000 to $24,999",at most high school,MO,MO07,54,50 ~ 60,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,female,West,mexican,other,"$80,000 to $84,999",graduate,CA,CA35,42,40 ~ 50,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,Northeast,not hispanic,white,"$70,000 to $74,999",bachelor,PA,PA14,56,50 ~ 60,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,West,not hispanic,white,"$200,000 to $249,999",graduate,CA,CA36,42,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Retired,The United States,male,West,not hispanic,white,"$35,000 to $39,999",graduate,AZ,AZ02,70,>= 70,0
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Unemployed or temporarily on layoff,The United States,male,Midwest,not hispanic,black,"$25,000 to $29,999",at most high school,MO,MO01,40,40 ~ 50,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,Northeast,not hispanic,white,"$150,000 to $174,999",bachelor,NY,NY12,40,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,Northeast,not hispanic,white,"$125,000 to $149,999",graduate,PA,PA07,38,30 ~ 40,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,female,Midwest,not hispanic,white,"$100,000 to $124,999",bachelor,MN,MN04,38,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,Northeast,not hispanic,white,"$30,000 to $34,999",bachelor,NH,NH01,34,30 ~ 40,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,female,Midwest,not hispanic,white,"$35,000 to $39,999",at most high school,MI,MI09,38,30 ~ 40,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,South,not hispanic,white,"$175,000 to $199,999",graduate,VA,,40,40 ~ 50,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Homemaker,The United States,female,Midwest,not hispanic,black,"Less than $14,999",at most high school,MI,MI03,45,40 ~ 50,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,female,West,not hispanic,white,"$100,000 to $124,999",graduate,CA,CA45,65,60 ~ 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,male,South,not hispanic,white,"$250,000 and above",bachelor,KY,KY03,40,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,male,Northeast,not hispanic,white,"$200,000 to $249,999",graduate,NY,NY12,42,40 ~ 50,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,female,South,mexican,other,"$65,000 to $69,999",graduate,GA,GA03,19,18 ~ 20,0
Only now and then,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Conservative,Full-time employed,The United States,male,South,not hispanic,white,"$150,000 to $174,999",graduate,VA,VA10,45,40 ~ 50,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Part-time employed,The United States,female,Midwest,not hispanic,white,"$95,000 to $99,999",bachelor,IN,IN04,67,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Part-time employed,The United States,female,West,not hispanic,white,"$50,000 to $54,999",tertiary (not bachelor),CA,CA07,68,60 ~ 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Permanently disabled,The United States,male,South,not hispanic,white,"$30,000 to $34,999",tertiary (not bachelor),FL,FL18,43,40 ~ 50,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Self-employed,The United States,male,South,not hispanic,asian or pacific,"Less than $14,999",at most high school,TX,TX01,42,40 ~ 50,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,Midwest,not hispanic,white,"$200,000 to $249,999",graduate,WI,WI04,41,40 ~ 50,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,male,South,not hispanic,black,"Less than $14,999",at most high school,FL,FL20,19,18 ~ 20,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Other:,The United States,male,Midwest,not hispanic,white,"Less than $14,999",bachelor,MI,MI13,62,60 ~ 70,0
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,West,not hispanic,white,"$40,000 to $44,999",tertiary (not bachelor),CA,CA26,30,30 ~ 40,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,Midwest,not hispanic,white,"$200,000 to $249,999",graduate,OH,OH11,42,40 ~ 50,1
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Self-employed,The United States,male,Midwest,not hispanic,white,"$25,000 to $29,999",at most high school,MI,MI05,61,60 ~ 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,Northeast,not hispanic,white,"$200,000 to $249,999",graduate,NJ,NJ03,39,30 ~ 40,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Conservative,Retired,The United States,female,West,not hispanic,white,"$75,000 to $79,999",graduate,CA,,66,60 ~ 70,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Liberal,Part-time employed,The United States,male,South,not hispanic,white,"Less than $14,999",at most high school,TN,TN01,38,30 ~ 40,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,Northeast,not hispanic,white,"$200,000 to $249,999",graduate,NY,NY26,35,30 ~ 40,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,male,Midwest,not hispanic,white,"$50,000 to $54,999",bachelor,MO,MO06,25,20 ~ 30,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Homemaker,The United States,female,Midwest,not hispanic,white,"$90,000 to $94,999",bachelor,OH,OH12,35,30 ~ 40,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,Unemployed or temporarily on layoff,The United States,male,South,mexican,other,"Less than $14,999",tertiary (not bachelor),TX,TX15,25,20 ~ 30,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,male,South,not hispanic,black,"$125,000 to $149,999",at most high school,MD,MD05,70,>= 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,female,West,not hispanic,white,"$45,000 to $49,999",bachelor,AZ,AZ06,82,>= 70,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,Northeast,not hispanic,white,"$35,000 to $39,999",bachelor,ME,ME02,50,50 ~ 60,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,Northeast,not hispanic,white,"$200,000 to $249,999",graduate,NJ,NJ12,35,30 ~ 40,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,Midwest,not hispanic,white,"$50,000 to $54,999",bachelor,WI,WI04,56,50 ~ 60,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$30,000 to $34,999",bachelor,SC,SC04,51,50 ~ 60,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Homemaker,The United States,female,West,not hispanic,white,"$45,000 to $49,999",at most high school,ID,ID01,31,30 ~ 40,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,female,South,other,white,"$125,000 to $149,999",bachelor,LA,LA06,34,30 ~ 40,1
Hardly at all,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,South,not hispanic,white,"$50,000 to $54,999",bachelor,FL,,30,30 ~ 40,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Homemaker,The United States,male,Midwest,not hispanic,black,"$45,000 to $49,999",at most high school,MO,MO01,31,30 ~ 40,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,Northeast,not hispanic,white,"$200,000 to $249,999",graduate,NH,NH02,43,40 ~ 50,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,South,not hispanic,white,"$250,000 and above",bachelor,VA,VA07,37,30 ~ 40,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,South,not hispanic,other,"$35,000 to $39,999",bachelor,NC,NC03,44,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Part-time employed,The United States,male,South,not hispanic,black,"$35,000 to $39,999",at most high school,VA,VA03,54,50 ~ 60,0
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,male,South,not hispanic,white,"Less than $14,999",bachelor,FL,FL12,69,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Conservative,Part-time employed,The United States,female,Midwest,not hispanic,white,"$25,000 to $29,999",bachelor,NE,NE02,66,60 ~ 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,male,West,not hispanic,white,"$150,000 to $174,999",graduate,CA,CA30,42,40 ~ 50,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,female,West,not hispanic,white,"$20,000 to $24,999",at most high school,OR,OR04,66,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,female,Northeast,not hispanic,white,"$100,000 to $124,999",bachelor,NJ,NJ05,77,>= 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,male,West,not hispanic,white,"$95,000 to $99,999",bachelor,WA,WA03,75,>= 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,South,other,white,"$60,000 to $64,999",bachelor,FL,FL16,35,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,male,West,not hispanic,asian or pacific,"$65,000 to $69,999",at most high school,CA,CA45,32,30 ~ 40,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,male,West,not hispanic,white,"$100,000 to $124,999",graduate,CA,CA50,45,40 ~ 50,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Self-employed,The United States,female,West,not hispanic,white,"$50,000 to $54,999",tertiary (not bachelor),AZ,AZ01,53,50 ~ 60,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,Northeast,not hispanic,white,"$150,000 to $174,999",graduate,NY,NY11,40,40 ~ 50,1
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Unemployed or temporarily on layoff,The United States,female,South,other,white,"$30,000 to $34,999",bachelor,TX,TX34,28,20 ~ 30,0
Hardly at all,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,South,not hispanic,white,"$70,000 to $74,999",graduate,FL,FL08,67,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,Unemployed or temporarily on layoff,The United States,female,West,not hispanic,white,"$40,000 to $44,999",bachelor,CA,CA20,44,40 ~ 50,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Self-employed,The United States,male,West,not hispanic,black,"Less than $14,999",at most high school,CO,CO01,57,50 ~ 60,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,female,South,not hispanic,white,"$60,000 to $64,999",bachelor,MD,MD01,65,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Part-time employed,The United States,female,Northeast,other,white,"Less than $14,999",tertiary (not bachelor),NY,NY12,20,20 ~ 30,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Homemaker,The United States,female,West,not hispanic,white,"$150,000 to $174,999",bachelor,CA,CA45,32,30 ~ 40,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$35,000 to $39,999",bachelor,NC,NC02,42,40 ~ 50,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Self-employed,The United States,male,Midwest,mexican,white,"$45,000 to $49,999",graduate,OH,OH02,55,50 ~ 60,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,West,not hispanic,white,"$20,000 to $24,999",bachelor,CA,CA14,52,50 ~ 60,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Unemployed or temporarily on layoff,The United States,male,South,not hispanic,white,"$100,000 to $124,999",at most high school,NC,NC02,40,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Self-employed,The United States,male,Midwest,not hispanic,white,"$150,000 to $174,999",bachelor,IA,IA04,54,50 ~ 60,0
